person id,score
3c42f39a_8c41ac5a,2
76291bf_3314e70c,3
a05aaf3a_bc5cf1ab,-2
ce45ca9_3fa2bac9,-2
a90f77e_f337a177,1
b116ca7_3abcb3c5,-1
a6034114_b1611222,-2
79f896c6_8e66bf94,3
ed6a19f7_df861a9a,-3
b95de800_a00c6452,-2
28a030f_5505928f,2
a9e13231_75a338b4,-2
8f0cbed4_568f2a88,-3
65eac90f_dba1f899,4
7cc71196_f6b6de11,3
1ca4b288_144fd988,-2
331610dd_e1bcacaa,-3
274afcac_bdb7f303,3
69095580_749460a4,-2
a817e37_e342ed09,1
2a68bb61_67c8f428,2
c6955a23_bca89ca4,-2
eef25e15_54eb4674,2
8a95926f_c3e34a2,-1
bc40050b_5b23985d,-2
df1686c_2fdf0db,-1
26dd111d_75463942,-2
790f0441_162b707a,-2
6ea826e3_87253d7,-2
258e3ae3_afaf2804,2
d22aef8c_c2cd03,-2
655b5b6_6bd93976,-3
3e0cdb29_e4140bff,-2
a553c9de_882037b8,-1
e94e5197_ac0cfc01,2
3543c297_d6688fb1,-2
85504c59_d28dc67a,-2
d91ca5eb_e5c5f173,-2
7c4a867b_c45b6745,-3
aeefe03c_5a7385cf,1
d8b2b13e_79a9ec10,-2
a293b2f9_72b4bf47,-2
964dfe40_82cb6dd,-2
b9959944_6fbd8f95,-2
60a13dba_4e8ad05d,2
2889c121_fb459510,3
eb15b11c_2086cdf0,2
51ae3474_ba71d128,1
cbecdafa_fdcc4eca,-2
ece24bc3_3ba788b0,-2
dfb43d5b_848b864c,3
6724b45a_df2b3075,3
c73369d0_28d1701e,-2
f34d2054_bc2cfe95,-2
6e0038d3_4f8c55cf,-3
c0a95aad_8da750bf,-2
e4cb6d59_15792b1b,2
3df1e53a_dc941f45,-2
b31ff284_25a1eea4,3
7044fcbe_b4159670,-1
1f43dc53_b79fa57e,-1
12db431e_82475d92,-2
7893cd8f_929e1883,-2
b0a25677_3dbe3b26,3
4dddc1ed_e753de7e,2
3c4b3e9c_6b68448d,2
a7405a7b_2cad37ab,-1
fda053a6_8c93abb8,-1
ad211225_2ee13686,-2
3c3992c_2aaf24e8,-2
ef3b22e2_3e8bbbc1,2
b1765171_93f33047,-2
bfe2dcbd_c2e2e937,-2
5afd125e_db7c0b1b,1
f7770920_2acb862f,-2
1754e712_265623ab,2
1b938977_142857ce,-2
3e9a6f4f_983873b,-2
1a4472e5_2c85b4e2,2
5588d95_2bf0af96,-2
6536fdda_96613bfb,-3
99ab0818_1f357c5f,-2
62615ba_f4f42a8e,-1
7fec344e_9abd3270,-3
c4fccf4_42d52ae6,-2
4a2d6c6b_6a0ff11e,-2
6d45ad6b_b88c0d43,-1
b558726e_563101ef,1
2273f06e_389a467b,-2
9f220afc_dc1064b8,-1
cab5f7a5_232a7e33,-2
29f2d7e9_7f41056f,-3
44348081_881defa1,-1
49a8ef1b_9478a0da,-1
d64339a_4cfd5078,1
18cd4f6e_822100c7,-2
7a3056e2_f133b6e1,2
3aef501a_80351c26,-1
124119f0_7bd13c7a,-2
bd329c87_ddc0bc01,2
ff4fcf95_ff332153,-2
243a3acc_9ec2034a,-2
1d87cfed_94b71521,-2
3be1998c_341f7318,-2
fe8f223c_5e560689,-1
8506cf40_52804060,-1
ca19cbba_feb5e16,2
8bf42fc8_350a6cf8,-3
b327c470_4f59511d,1
c7e135e_44c23c1d,2
a9c7951f_e609e0a0,-2
fcc490fc_e0776c6b,2
71a6ba12_572b668,-2
86aa844_3610fb9b,-3
47e9c22e_5f94a730,-1
6c12ed31_17e2c385,-2
4fbbac4f_511f5390,-2
8067ca9c_976fdb74,-1
560c450d_3c21c3c5,-2
b98e085c_ffd86cc,-2
73b8016b_82248c8c,-2
371dc4e1_9a73d27d,-2
